code,product_name,brands,stores,categories,nutriscore_grade,nova_group,ecoscore_grade,countries,energy-kcal_100g,fat_100g,saturated-fat_100g,carbohydrates_100g,sugars_100g,proteins_100g,salt_100g
0019632903078,Bezmięsny kebab,"BezMięsny,Bezmięsny Mięsny,BVTCHER",,"Alternatywy mięsa, Zastępniki mięsa, Zastępniki mięsa z białka sojowego lub pszennego",unknown,4,,Poland,,,,,,,
3560071472276,Dosettes Dolce,"Carrefour, Simpl",Carrefour,"en:Plant-based foods and beverages, en:Beverages, en:Plant-based foods, en:Hot beverages, en:Coffees, en:Capsules, en:Coffee capsules, en:Senseo-compatible coffee capsules",unknown,1,,"Allemagne, France, Italie, Pologne, Roumanie, Espagne",,,,,,,
5900477000679,Fasolka szparagowa zielona,Hortex,,,unknown,,,en:Poland,,,,,,,
5901363662520,Fasolka po bretońsku,Yabra,,"Żywność i napoje na bazie roślin, Żywność na bazie roślin, Produkty na bazie warzyw i owoców, Posiłki, Zupy, Zupy warzywne, Dania z fasolą, Zupy z fasoli, Fasolka po bretońsku",c,,,Polska,,,,,,,
5901588018430,g.wedeg,,,,unknown,,,en:Poland,,,,,,,
3609200008761,,Nature Addicts,,,unknown,,,en:Poland,,,,,,,
5907517802224,Table Creme,Perla,,,unknown,,,pl,,,,,,,
5907544132103,Papryka grillowana w zalewie z czosnkiem,El Toro Rojo,,"Żywność i napoje na bazie roślin,Żywność na bazie roślin,Produkty na bazie warzyw i owoców,Produkty na bazie warzyw,Warzywa,en:Prepared vegetables,en:Sweet peppers,en:Red bell peppers,en:Canned sweet red peppers,en:Stuffed peppers",c,3,,Polska,,,,,,,
8712000010249,,Heineken,,"Напитки, Алкогольные напитки, Пиво",not-applicable,,,en:Poland,,,,,,,
5900783008994,Sos Czosnkowy,Heinz,,"sosy,sosy czosnkowe",d,4,,Polska,,,,,,,
6281020010819,Luna red kidney beans,,,,unknown,,,"en:Poland,",,,,,,,
5903339001982,Paski z fileta z kurczaka,Kraina mięs,,,unknown,,,en:Poland,,,,,,,
8032755325291,Dolce delle feste,,,,unknown,,,en:pl,,,,,,,
8594404012094,Premium 12,Gambrinus,"Lidl,Globus,COOP,Kaufland,Netto Marken-Discount,NORMA","Nápoje, Alkoholické nápoje, Pivo, Lagers",not-applicable,3,,"Tschechien,Polen,Deutschland",,,,,,,
4043533013716,Opacher mineralquellen bitte lemon,,,,unknown,,,Poland,,,,,,,
4043533013723,Oppacher ginger ale,,,,unknown,4,,Poland,,,,,,,
4043533013709,Tonic Water,,,en:tonic-water,d,,,Poland,,,,,,,
4043533013327,Oppacherlichte schorle,,,,unknown,,,Poland,,,,,,,
4043533013587,Exotic Oppacher,,,,unknown,,,Poland,,,,,,,
5908230529429,Kabanosy klasyczne,Tarczyński,,"Produkty na bazie mięsa,Mięsa przetworzone,Kiełbasy,Kiełbasy wieprzowe,Polskie produkty mięsne,Kabanosy",unknown,4,,Polska,,,,,,,
4043537013583,Fresh water,,,,unknown,,,Poland,,,,,,,
8713576002768,Thai Curry Paste Red,Terrasana,,en:curry-pastes,d,3,,"Belgium,Poland",,,,,,,
5906716200930,Warzywna mieszanka,Jamar,,"Żywność i napoje na bazie roślin, Żywność na bazie roślin, Konserwy, Produkty na bazie warzyw i owoców, Konserwy roślinne w puszkach i słoikach, Produkty na bazie warzyw, Warzywa w puszcze, en:Canned diced mixed vegetables",b,3,,Polska,,,,,,,
5904261538171,Charsznicka kapusta kiszona,Charsznickie Pola Natury,,"Żywność i napoje na bazie roślin, Żywność na bazie roślin, Produkty na bazie warzyw i owoców, Produkty na bazie warzyw, en:Fermented vegetables, Kapusta kiszona, en:Sauerkraut without garnish",a,3,,Polska,,,,,,,
5901414205140,Barbakanki,Krakuski,,"Snacks, Sweet snacks, en:biscuits",e,,,Polska,,,,,,,
4056489155850,,Lidl,,"Snacks, Sweet snacks, Confectioneries, Candies, en:gummi-candies",b,4,,"Włochy,Polska",,,,,,,
5902581681645,,Lewiatan,,"Snacks, Sweet snacks, Cocoa and its products, Chocolates, Milk chocolates",unknown,,,Polska,,,,,,,
5900617041661,Protein Crisp Cookies & Caramel,Go NO,,"Suplementy diety,en:Bodybuilding supplements,en:Protein bars",not-applicable,4,,Polska,,,,,,,
6281022120349,Alsafi fresh milk,Danone,,,unknown,,,en:Poland,,,,,,,
5905186300003,Baton wysokobiałkowy Peanut Butter,Go Active,Biedronka,en:Bars,a,4,,Polónia,,,,,,,
5901384506582,Nouilles de blé poulet teriyaki,"Ajinomoto,Oyakata",,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Produits déshydratés,Pâtes alimentaires,Produits lyophilisés à reconstituer,Nouilles,Nouilles instantanées",unknown,4,,"France,Pologne",,,,,,,
2945160005428,Kiełbasa Podwawelska,Kraina wędlin,,"Viandes et dérivés,Charcuteries,Saucisses,Saucisses de porc",d,4,,Pologne,,,,,,,
4047905016626,100% z owoców czarna porzeczka,Kaufland,Kaufland,"Żywność i napoje na bazie roślin, Żywność na bazie roślin, Produkty śniadaniowe, Smarowidła, Roślinne smarowidła, Słodkie smarowidła, Przetwory owocowe, Dżemy",unknown,4,,Polska,,,,,,,
5900535013986,Łomża piwo jasne bezalkoholowe,VAN PUR S.A.,,"Napoje, Napoje alkoholowe, Piwa, Napoje bezalkoholowe, Piwa bezalkoholowe",not-applicable,4,,Poland,,,,,,,
7613036507028,Rinder Bulion,Winiary,,"Dried products, Dried products to be rehydrated, Broths, Dehydrated broths, Beef broth",c,4,,"Niemcy,Polska",,,,,,,
5908221105700,,Crunlight,,"Snacks, Salty snacks, en:crisps",d,4,,Polska,,,,,,,
4047905922460,Kindziuk,Kaufland,Kaufland,"Produkty na bazie mięsa, Mięsa przetworzone, Litewskie produkty mięsne, Kindziuk",e,,,Polska,,,,,,,
8712423007772,Bulion grzybowy z borowikami,Knorr,,"Produkty suszone,en:Dried products to be rehydrated,Bulion,en:Dehydrated broths,Kostki bulionowe",c,4,,Polska,,,,,,,
5900977000704,Ryż biały,Kuchnia Gosposi,,"Żywność i napoje na bazie roślin,Żywność na bazie roślin,Zboża i ziemniaki,Nasiona,Zboża i produkty zbożowe,Ziarna zbóż,Ryże,Ryż biały,Ryż biały średnioziarnisty",c,1,,Polska,,,,,,,
5906827016536,Płatki owsiane Górskie XXL,Melvit,,"Żywność i napoje na bazie roślin, Żywność na bazie roślin, Produkty śniadaniowe, Zboża i ziemniaki, Zboża i produkty zbożowe, Płatki śniadaniowe, Płatki, en:Cereal flakes, en:Rolled flakes, Płatki owsiane",a,1,,Polska,,,,,,,
2000000145419,,Biedronka,Biedronka,,unknown,4,,Polska,,,,,,,
5907778530102,Firmowa z czerwonej kapusty z jabłkiem,Grześkowiak,,"Żywność i napoje na bazie roślin, Żywność na bazie roślin, Produkty na bazie warzyw i owoców, Produkty na bazie warzyw, en:Salads without dressing",b,,,Polska,,,,,,,
5900919001943,Red kidney beans,Rolnik,,"Plant-based foods and beverages, Plant-based foods, Legumes and their products, Canned foods, Legumes, Canned plant-based foods, Canned legumes, Canned common beans, Canned red kidney beans, en:red-beans",unknown,,,Polska,,,,,,,
5900919004975,,Rolnik,,"Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Vegetables based foods, Tomatoes and their products, Strained tomatoes",unknown,,,Polska,,,,,,,
8445290496256,,"Winiary,Nestlé",,Cooking helpers,b,,,Polska,,,,,,,
8410171008033,,,,,unknown,,,en:Poland,,,,,,,
5904716011105,Gouda,"Światowid,Polmlek",Biedronka,"Nabiał, Żywność fermentowana, Fermentowane produkty mleczne, Sery, Ser krowi, en:Uncooked pressed cheeses, Gouda",d,3,,Polska,,,,,,,
5900335024663,Śledź filety z suszonymi pomidorami,Marinero,,"Owoce morza, Ryby, Tłuste ryby, Śledzie",unknown,,,Polska,,,,,,,
2923690018088,Cwiartka tylna z kurczaka,,,,unknown,,,en:poland,,,,,,,
5904378644192,Kapary w zalewie,El Toro Rojo,,"Przyprawy, Kapary",unknown,3,,"Poland, Germany",,,,,,,
8710449944712,Бланширани замразени картофи,Aviko,,"en:Chips and fries, Пържени картофи, Замразени пържени картофи",b,1,,"Bułgaria,Polska",,,,,,,
5901069001241,,Łosoś Ustka,,"Seafood, Canned foods, Fishes, Fatty fishes, Canned fishes, Salmons, Canned salmons",c,4,,Polska,,,,,,,
8720182508584,,Knorr,Biedronka,"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads, Cooking helpers, Bread crumbs",b,4,,Pologne,,,,,,,
5907487800404,,Marina Spices,Biedronka,"Plant-based foods and beverages, Plant-based foods, Condiments, Spices, Spice Mix",not-applicable,4,,Polska,,,,,,,
5904204940757,Truskawki Liofilizowane,Bakaliano,,"Żywność i napoje na bazie roślin, Żywność na bazie roślin, Produkty na bazie warzyw i owoców, Przekąski, Słodkie przekąski, Produkty na bazie owoców, Produkty suszone, Owoce, Suszone produkty pochodzenia roślinnego, Owoce jagodowe, Suszone owoce, en:Raspberries",unknown,3,,Polska,,,,,,,
2024000309381,,Mroźny Ogród,Dino,"Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Frozen foods, Vegetables based foods, Frozen plant-based foods, Frozen vegetables, Frozen plant-based foods mixes, Mixed vegetables, Frozen mixed vegetables, Frozen mixed diced vegetables",a,1,,Polska,,,,,,,
5901986081586,Sok pomidorowy przecierowy,"Polskie Przetwory,Krajowa Grupa Spożywcza",,"Żywność i napoje na bazie roślin, Napoje, Żywność na bazie roślin, Produkty na bazie warzyw i owoców, Produkty na bazie warzyw, Napoje na bazie roślin, Żywność i napoje na bazie warzyw, Soki i nektary, Napoje na bazie warzyw, Pomidory i produkty z pomidorów, Sok warzywny, Soki pomidorowe, Czyste soki pomidorowe",b,3,,Polska,,,,,,,
6408432000201,Dreamy Berries,"Oddly Good,Oddlygood",,"Plant-based foods and beverages, Fermented foods, Dairy substitutes, Desserts, Non-dairy desserts, Non-dairy fermented foods, Non-dairy yogurts, Oat milk yogurts",d,4,,Poland,,,,,,,
5904730791298,Pierniki Bio gryczanki,Eko florka,,,unknown,,,en:Poland,,,,,,,
5907771443706,Kiełki jarmużu,Uniflora,,"Żywność i napoje na bazie roślin, Żywność na bazie roślin, Kiełki, en:Fresh kale sprouts, en:Kale sprouts",a,1,,Polska,,,,,,,
5907517805478,Hummus klasyczny z preclami,SmaczneGo!,,hummus,d,3,,Poland,,,,,,,
6263078300029,Świeże daktyle,"Palmino,Nutin",,"Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Fruits based foods, Fruits, Dates, en:dried-fruits",d,1,,Polska,,,,,,,
5900084233538,Ognista mieszanka przypraw,"Kamis,McCormick",,"Przyprawy, Mieszanki ziół i przypraw",e,4,,Polska,,,,,,,
7613287556646,,"Nestlé, Winiary",,"Plant-based foods and beverages, Plant-based foods, Dried products, Dried plant-based foods, Dried products to be rehydrated, Broths, Dehydrated broths, Vegetable broths, Bouillon cubes, Dehydrated vegetable bouillons, Vegetable bouillon cubes",c,4,,"Polen, Germany",,,,,,,
4062300279773,Kaszka mleczna z biszkoptami i jabłkami,Hipp,,"Żywność dla niemowląt, en:From 4 months, en:Main meals for babies, en:Baby food jar with vegetables and starch from 4-6 months",not-applicable,4,,Polska,,,,,,,
5907811306329,Marynowane płaty śledzia atlantyckiego z cebulą w zalewie,Fisher king,,"Seafood, Fishes, Fatty fishes, Herring",unknown,,,Polska,,,,,,,
3856020247676,Piramidka smaku do barszczu czerwonego,"Vegeta,Natur,Podravka",,Przyprawy,a,1,,Polska,,,,,,,
5906013000097,,Orzech,,"Meals, Soups, pl:Koncentrat barszczu czerwonego",e,3,,Polska,,,,,,,
5900446017479,polaris niegazowany,polaris,,en:waters,unknown,1,,en:Poland,,,,,,,
5900477000976,,Hortex,,,unknown,,,Polska,,,,,,,
5900073020545,Chips Chili Limonka,Top,,"Plant-based foods and beverages, Plant-based foods, Snacks, Cereals and potatoes, Salty snacks, Appetizers, Chips and fries, Crisps, Potato crisps, Potato crisps in sunflower oil",d,4,,Polska,,,,,,,
5901330014734,Chela+Mag B6,Olimp,,Dietary supplements,not-applicable,,,Polska,,,,,,,
5901330082160,100% peanut butter sauce,Olimp sport nutrition,,,unknown,,,pl,,,,,,,
5906728447514,Cocoffee Espresso Vegan Coffee Drink,Coconaut,,"Beverages, Coffee drinks",d,4,,Polska,,,,,,,
5903933025605,,Nono,,"Meat alternatives, Meat analogues",unknown,3,,Polska,,,,,,,
5900951014642,Dove,,,,unknown,,,en:poland,,,,,,,
14182022,Knopers,,,,unknown,,,en:poland,,,,,,,
59094425,Bajeczny,E.Wedel,,"Przekąski, Słodkie przekąski, Kakao i produkty na bazie kakao, en:Confectioneries, Batoniki, Cukierki czekoladowe",unknown,,,en:poland,,,,,,,
59095941,W W Kokos,Wedel,,Czekolada mleczna,e,,,en:poland,,,,,,,
59019169,WW Peanut butter,E.Wedel,,"Przekąski,Słodkie przekąski,en:Confectioneries",e,4,,Polska,,,,,,,
3800020443125,Kit kat,Kit Kat,,en:chocolate-biscuity-bars,unknown,,,en:poland,,,,,,,
5901588026190,WW,,,,unknown,,,en:poland,,,,,,,
5900352015705,Grzesiek,,,,unknown,,,en:poland,,,,,,,
5902622443157,Crazoole,,,,unknown,,,en:poland,,,,,,,
6901341026374,Czekotubka,,,,unknown,,,en:poland,,,,,,,
8699462609436,Minico,,,,unknown,,,en:poland,,,,,,,
5900910008248,Decomorreno,,,en:cocoa-and-chocolate-powders,unknown,,,Poland,,,,,,,
8711000454428,Jacobs,Jacobs,,"Kaffeegetränke,Instantpulver für Kaffee mit Milch,Cappuccinopulver",unknown,4,,en:poland,,,,,,,
5903548001971,Dobra kaloria,Dobra kaloria,,,unknown,,,en:poland,,,,,,,
5903548001964,Ziomki Mango,Dobra Kaloria,,,unknown,,,Polska,,,,,,,
5902622443096,Bubble gum,,,en:confectioneries,unknown,,,en:poland,,,,,,,
5903175681836,Zelka,,,,unknown,,,en:poland,,,,,,,
4001686383612,Mega Roulette,Haribo,,"przekąski, słodkie-przekąski, cukiernie, pl:cukierki, pl:przekąski, pl:słodkie-przekąski",unknown,,,Polska,,,,,,,
87354355,mentos fanta,mentos,,,unknown,,,en:poland,,,,,,,
40144160,Stork nimm2,"Storck,nimm2",,"Przekąski, Słodkie przekąski, en:Confectioneries, Cukierki",unknown,,,Polska,,,,,,,
59070689,halls. limonka,halls.,,,unknown,4,,en:poland,,,,,,,
57030975,Halls,Halls,,"Przekąski, Słodkie przekąski, en:Confectioneries, en:Caramels",b,4,,en:poland,,,,,,,
5017375034054,Banana millions,,,"Przekąski, Słodkie przekąski, en:Confectioneries",e,,,en:poland,,,,,,,
5905256003230,,,,,unknown,,,en:Poland,,,,,,,
5901456003230,,Okruszek,,"Snacks, Salty snacks, en:crisps",e,4,,Polska,,,,,,,
5905187005655,,Lorenz,,"Snacks, Salty snacks",e,4,,Polska,,,,,,,
2008080049528,Chipsy ziemniaczane o smaku zielonej cebulki,Sun Snacks,Aldi,"Przekąski,Słone przekąski,Chipsy ziemniaczane",d,4,,Polska,,,,,,,
5900397749238,,Łowicz,,"Condiments, Sauces, Tomato sauces, Vegetable sauces, Tomato sauces with basil, Tomato sauces with vegetables",b,3,,Polska,,,,,,,
28019527,Koncentrat pomidorowy 30%,"Delikato,Rolnik",,"Żywność i napoje na bazie roślin, Żywność na bazie roślin, Produkty na bazie warzyw i owoców, Produkty na bazie warzyw, Pomidory i produkty z pomidorów, Koncentrat pomidorowy",a,1,,Polska,,,,,,,
5907517805614,,Perla,,Meals,c,4,,Polska,,,,,,,
5941866621631,Plant Fish White Fillet,"Unfished,PlantFish",Netto,"Alternatywy mięsa, Zastępniki mięsa, Zastępniki ryb",b,4,,Polska,,,,,,,
5941866621624,PlantZalmon Fillet,"Unfished,PlantZalmon,Verdino Foods",Netto,"Meat alternatives, Meat analogues, Fish analogues",c,4,,Polska,,,,,,,
5712873999187,Bagietki,Bakersfield,,"Żywność i napoje na bazie roślin, Żywność na bazie roślin, Zboża i ziemniaki, Chleb, en:Baguettes",c,4,,Polska,,,,,,,
5902114019914,Whey 100,Trec,,,unknown,,,pl,,,,,,,
5906874682562,Bio superfood buraki,a to dobre!,,"Żywność i napoje na bazie roślin, Żywność na bazie roślin, Produkty na bazie warzyw i owoców, Produkty na bazie warzyw, en:Prepared vegetables, en:Cooked vegetables, en:Beet, en:Cooked beetroots",a,1,,Polska,,,,,,,
5900779331273,Surówka z ogórkiem i koperkiem,"Carrefour BIO,Carrefour",Carrefour,en:salads,a,1,,Polska,,,,,,,
5900779331280,"Surówka z marchwią, kurkumą i pieprzem Cayenne","Carrefour BIO,Carrefour",Carrefour,"Żywność i napoje na bazie roślin, Żywność na bazie roślin, Produkty na bazie warzyw i owoców, Produkty na bazie warzyw, Posiłki, en:Fermented vegetables, Kapusta kiszona, en:Sauerkraut with garnish",a,3,,Polska,,,,,,,
3560071417536,AVOINE au CACAO,Carrefour,Carrefour,"Boissons et préparations de boissons,Aliments et boissons à base de végétaux,Boissons,Aliments d'origine végétale,Céréales et pommes de terre,Substituts de produits laitiers,Céréales et dérivés,Substituts du lait,Boissons à base de végétaux,Boissons végétales,Boissons végétales de céréales,Boissons à l'avoine",d,4,,"France,Italie,Pologne,Roumanie,Espagne",,,,,,,
5900541010184,ZywiecZdroj naturals limonki i mięty,,,,unknown,,,en:pl,,,,,,,
2707563002509,,Agro-Rydzyna,,"Meats and their products, Meats, Pork, Pork tenderloin, Pork tenderloin lean",d,4,,Polska,,,,,,,
5902768469219,Gofry smakowe,,,,unknown,,,en:pl,,,,,,,
3083681050219,Duo carotte et panais Home-made,"Bonduel, Bonduelle restauration",,,unknown,,,"en:germany, Belgique, République tchèque, Estonie, France, Lituanie, Pays-Bas, Pologne",,,,,,,
29034659,Ciasteczka z wróżbą,Sweet & Lucky,,"Przekąski, Słodkie przekąski, en:Biscuits and cakes, en:Fortune cookies",d,4,,Polska,,,,,,,
5900049823040,Łazanki,Lubella,,"Plant-based foods and beverages, Plant-based foods, Pastas, Dry pastas, it:Quadretti, pl:Łazanki, en:durum-wheat-pasta",a,1,,Polska,,,,,,,
8000070024816,Kawa,,,en:coffees,unknown,,,en:pl,,,,,,,
5900512987385,Mascarpone,Lovilio,,"Nabiał, Żywność fermentowana, Fermentowane produkty mleczne, Sery, Sery włoskie, Serki kremowe, en:Mascarpone",d,3,,Polska,,,,,,,
5902172000329,Ryż Jaśminowy,Kupiec,,"Żywność i napoje na bazie roślin, Żywność na bazie roślin, Zboża i ziemniaki, Nasiona, Zboża i produkty zbożowe, Ziarna zbóż, Ryże, Ryż jaśminowy",unknown,,,PL,,,,,,,
28037484,,Choceur,,"Lanches comida,Lanches doces,Barras",e,,,"Polónia,Espanha",,,,,,,
5902911012033,Kruche,Wacuś,,"Snacks, Sweet snacks, Biscuits and cakes, en:biscuits",e,,,Polska,,,,,,,
5905186300874,100% Roślinny kurczak,"Purella Superfoods,Purella,FoodWell",Kaufland,"Alternatywy mięsa, Zastępniki mięsa, Zastępniki mięsa z białka grochu, en:Vegan chicken",d,4,,Polska,,,,,,,
5905187122840,,"Lorenz,Crunchips",,"Plant-based foods and beverages, Plant-based foods, Snacks, Cereals and potatoes, Salty snacks, Appetizers, Chips and fries, Crisps, Potato crisps, Potato crisps in sunflower oil",d,4,,Polska,,,,,,,
5908230532955,,"Tarczyński,Rośl-inne",,"Plant-based foods and beverages, Plant-based foods, Meat alternatives, Meat analogues, Vegetarian sausages, Meat analogues from soy or wheat proteins, Vegan sausages, pl:Roślinne kabanosy, pl:Wegańskie kabanosy",e,4,,Polska,,,,,,,
5906731248108,Marchewka gotowana,Kraszkiewicz,,"Żywność i napoje na bazie roślin, Żywność na bazie roślin, Produkty na bazie warzyw i owoców, Produkty na bazie warzyw, Warzywa, en:Prepared vegetables, Marchew, en:Cooked vegetables, en:Cooked carrots",a,1,,Polska,,,,,,,
9906744248528,,Kraszkiewicz,,"Plant-based foods and beverages, Plant-based foods, Legumes and their products, Legumes, Seeds, Legume seeds, Pulses, Common beans, White beans",b,1,,Polska,,,,,,,
5905186300935,,"Purella Superfoods,Purella,FoodWell",Kaufland,"Meals, Meat alternatives, Meat analogues, Vegetarian grounds",d,4,,Polska,,,,,,,
7040512834055,Gigant mais,Bama,,en:corn,d,,,en:pl,,,,,,,
5901588018676,GORZKA CYNAMONOWA I ŚLIWKĄ,"Wedel,Lotte,E.Wedel",,"Przekąski, Słodkie przekąski, Kakao i produkty na bazie kakao, en:Confectioneries, Cukierki czekoladowe, Czekolada, Czekolada deserowa",e,4,,Polska,,,,,,,
5908259341293,Śliwka w czekoladzie,Jutrzenka Dobre Miasto,,"Przekąski, Słodkie przekąski, Kakao i produkty na bazie kakao, en:Confectioneries, Cukierki czekoladowe, en:Bonbons, Cukierki",e,4,,Polska,,,,,,,
59088615,Filety z anchois,GustoBello,,"Owoce morza, Ryby, Tłuste ryby, en:Anchovy, Filety rybne, en:Anchovy fillets",e,,,Polska,,,,,,,
5905927000735,Perła bezalkoholowa,Perła,,,unknown,,,en:Poland,,,,,,,
4034167707379,Szynka szwarcwaldzka,Bell,,en:hams,e,,,en:Poland,,,,,,,
5900200007845,,,,,unknown,,,en:Poland,,,,,,,
5900617001962,,"I love vege,Sante",Auchan,"Plant-based foods and beverages, Plant-based foods, Spreads, Plant-based spreads, Plant-based pâtés, Vegetarian tofu pâtés",unknown,4,,Polska,,,,,,,
8718300882548,Roślinny burger,Vivera,Auchan,"Alternatywy mięsa, Wegetariańskie kotlety, Kotlety wegańskie",c,4,,Polska,,,,,,,
5904215158431,Cooking COCO 18%,Auchan,Auchan,"Żywność i napoje na bazie roślin,Żywność na bazie roślin,Śmietanki roślinne,Śmietanki roślinne do gotowania,Śmietanki kokosowe do gotowania",c,4,,Polska,,,,,,,
8003250000921,Passata di pomodoro,,,"Condiments, Sauces, Sauces tomate",b,,,en:pl,,,,,,,
5900197006487,Bita śmietana,Bakoma,,"Produits laitiers,Crèmes,Crèmes fouettées",d,4,,Pologne,,,,,,,
5900983005809,Drożdże,Delecta,,,unknown,4,,Polska,,,,,,,
8712423024595,Knor,Knorr,,,unknown,,,en:poland,,,,,,,
8712423024601,,,,,unknown,,,en:poland,,,,,,,
8712423019461,Makaron ser z bekonem,Knorr,,"Żywność i napoje na bazie roślin, Żywność na bazie roślin, Produkty suszone, Makarony, en:Dried products to be rehydrated, Kluski, Makarony instant",unknown,,,Polska,,,,,,,
5901002008092,Chili con carne,,,en:chili-con-carne,unknown,,,en:poland,,,,,,,
5901384505653,Mushrood soup,Ajinomoto,,"Żywność i napoje na bazie roślin, Żywność na bazie roślin, Posiłki, Produkty suszone, Makarony, en:Dried products to be rehydrated, Kluski, Zupy, Makarony instant, Zupy z makaronem instant",unknown,,,Polska,,,,,,,
5901384505646,Tomato soup,Ajinomoto,,"Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Meals, Dried products, Pastas, Dried products to be rehydrated, Noodles, Soups, Instant noodles, Vegetable soups, Instant noodle soups",unknown,,,Polska,,,,,,,
8712423024557,Danie makaron śmietana z ziołami,Knorr,,,unknown,4,,Polska,,,,,,,
8720182329868,Kurkowa po podlasku,Amino,,"Żywność i napoje na bazie roślin, Żywność na bazie roślin, Produkty suszone, Makarony, en:Dried products to be rehydrated, Kluski, Makarony instant, Zupy z makaronem instant",unknown,,,Polska,,,,,,,
5901882110120,Smak tajski krewetkowy Tom Yum,Vifon,,"Żywność i napoje na bazie roślin, Żywność na bazie roślin, Produkty suszone, Makarony, en:Dried products to be rehydrated, Kluski, Makarony instant, Zupy z makaronem instant",unknown,,,Polska,,,,,,,
4820179254778,Zupa błyskawiczna o smaku sera i boczku,Rollton,,"Żywność i napoje na bazie roślin, Żywność na bazie roślin, Produkty suszone, Makarony, en:Dried products to be rehydrated, Kluski, Makarony instant, Zupy z makaronem instant",unknown,,,Polska,,,,,,,
5901002008887,,,,,unknown,,,Poland,,,,,,,
5901002009266,,,,,unknown,,,en:poland,,,,,,,
5901002003592,Pulpety w sosie pomidorowym,,,"en:meatballs in tomato sauce,en:Canned meals with meat",unknown,,,Polska,,,,,,,
4902062003592,,,,,unknown,,,en:poland,,,,,,,
5901002003578,Fasolka po bretońsku z kiełbasą i boczkiem,Tradycyjne Smaki,,"Żywność i napoje na bazie roślin, Żywność na bazie roślin, Produkty na bazie warzyw i owoców, Posiłki, Zupy, Zupy warzywne, Dania z fasolą, Zupy z fasoli, Fasolka po bretońsku",unknown,,,Polska,,,,,,,
5902166703496,,,,,unknown,,,en:poland,,,,,,,
5900552078784,,,,,unknown,,,en:poland,,,,,,,
5900552078777,,,,,unknown,,,en:poland,,,,,,,
5900552013914,Budyń o smaku waniliowym,Słodki kubek,,"en:Cooking helpers, en:Dessert mixes, Budyń w proszku",unknown,,,Polska,,,,,,,
5900552078968,,,,,unknown,,,en:poland,,,,,,,
5900252000016,Nitki luksusowe 5-jajeczne,Goliard,,"Żywność i napoje na bazie roślin,Żywność na bazie roślin,Makarony,en:Egg pastas",unknown,,,Polska,,,,,,,
5907069000024,Cukier Puder,Diamant,,Powdered sugars,unknown,2,,en:poland,,,,,,,
5903646000012,,,,,unknown,,,en:poland,,,,,,,
5903646000234,Mąka Pszenna Tortowa Typ 450,Dalachów,,,unknown,,,en:poland,,,,,,,
5900919000557,sałatka,Rolnik,,,unknown,,,en:poland,,,,,,,
5900397736047,,,,,unknown,,,en:poland,,,,,,,
5900664012157,Oliwki drylowane zielone,Ole!,,"Żywność i napoje na bazie roślin, Żywność na bazie roślin, en:Pickles, Produkty drzewa oliwnego, en:Plant-based pickles, Oliwki, Zielone oliwki, en:Pitted olives, en:Green pitted olives",unknown,,,Polska,,,,,,,
5900664009546,Suszone pomidory w paskach w oleju z ziołami,Ole!,,"Żywność i napoje na bazie roślin,Żywność na bazie roślin,Produkty na bazie warzyw i owoców,Produkty na bazie warzyw,Produkty suszone,Suszone produkty pochodzenia roślinnego,Pomidory i produkty z pomidorów,Warzywa suszone,Pomidory suszone,Pomidory suszone w oleju",d,,,Polska,,,,,,,
5903895633740,Tuńczyk z kuskusem perłowym i suszonymi pomidorami,"Graal,Salatino",,"Posiłki, Dania z rybami, Gotowe sałatki, Sałatki z rybami, en:tuna-salad",unknown,,,Polska,,,,,,,
4904647001955,Wrong barcode!,,,,unknown,,,Polska,,,,,,,
5907623262677,Paprykarz z kaszą jaglaną,Dega,,,unknown,,,Polska,,,,,,,
4014400926279,Mamba,"Mamba, Storck",Kiwi,"en:Snacks, en:Sweet snacks, en:Confectioneries, en:Candies",e,4,,"Germany, Norway, United States, en:poland",,,,,,,
5906395711208,Tortellini z grzybami,MP Trade,,"Posiłki, Dania z makaronem, en:Stuffed pastas, Uszka, en:Mushroom tortellini",unknown,4,,Polska,,,,,,,
5900385501640,Ketchup z truskawką,"Kotlin,MW FOOD",,"Przyprawy, Sosy, Sosy pomidorowe, Ketchup, Ketchup pomidorowy",d,4,,Polska,,,,,,,
5900541005883,Zywiec zdroj mocny gaz,,,,unknown,,,en:pl,,,,,,,
5905186300898,100% Roślinny kurczak pikantny,"Purella Superfoods,Purella",,"Alternatywy mięsa, Zastępniki mięsa, Zastępniki mięsa z białka grochu, en:Chicken meat analogues",d,4,,Polska,,,,,,,
5901882017849,Zupka pomidorowa,Vifon,Lidl,"Plant-based foods and beverages, Plant-based foods, Dried products, Pastas, Dried products to be rehydrated, Noodles, Instant noodles, Instant noodle soups",c,4,,"Polen, Germany",,,,,,,
5907814664303,,,,,unknown,,,en:Poland,,,,,,,
5901414205164,Barbakanki w czekoladzie,Krakus,,en:biscuits,e,,,en:Poland,,,,,,,
5902168580033,Pierogi,Rarytas,,,unknown,,,pl,,,,,,,
